source	target	direction	stimulation	inhibition	sources	references
P14416	P04899	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019;Wang	HPRD:10978845
P04899	P16473	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:8552586;CellTalkDB:8552586;HPRD:8552586;LRdb:8552586;NetPath:17891229;connectomeDB2020:8552586
P16473	P04899	1	0	0	Baccin2019;HPRD;NetPath;Ramilowski2015_Baccin2019	HPRD:8552586;NetPath:17891229
P04899	P50052	1	0	0	Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:11055978;Baccin2019:8663053;HPRD:11055978;HPRD:8663053;LRdb:111;LRdb:8663053;connectomeDB2020:11055978;connectomeDB2020:8663053
P50052	P04899	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	HPRD:11055978;HPRD:8663053
P04899	P21554	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	HPRD:11168387;LRdb:11168387;connectomeDB2020:11168387
P27797	P16473	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:12383251;CellTalkDB:12383251;HPRD:12383251;LRdb:12383251;NetPath:12383251;connectomeDB2020:12383251
P03956	P16070	1	0	0	Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:11381077;CellTalkDB:11381077;HPRD:11381077;LRdb:11381077
P01210	Q14831	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
Q16787	P05556	1	1	0	CellTalkDB;LRdb;Reactome_LRdb;Wang	CellTalkDB:32196115
Q8NFY4	Q9NZC2	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:16715077;LRdb:16715077;Ramilowski2015:16715077;connectomeDB2020:16715077;talklr:16715077
Q8NFY4	Q9UIW2	1	1	0	Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1497792114977920;CellChatDB:27533782;CellTalkDB:14977921;HPRD:14977921;LRdb:14977921;connectomeDB2020:14977921
Q9UIW2	Q8NFY4	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	HPRD:14977921
O96014	A4D1S0	1	0	0	CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB	CellTalkDB:32103204
P35555	P05106	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LMPID;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr	CellTalkDB:20686071;LMPID:8617364;LRdb:20686071;Ramilowski2015:20686071;connectomeDB2020:20686071;talklr:20686071
P35555	P05556	1	0	0	CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:20686071;ELM:18653538;ELM:8617364;LRdb:20686071;Ramilowski2015:20686071;connectomeDB2020:20686071;talklr:20686071
P21810	O00206	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;MatrixDB;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:24480070;CellTalkDB:16025156;LRdb:16025156;MatrixDB:24480070;Ramilowski2015:16025156;connectomeDB2020:16025156;talklr:16025156
P09603	P78324	1	0	0	CellPhoneDB;CellTalkDB;I2D_CellPhoneDB	CellTalkDB:32103204
P07237	P55157	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:9915855
Q9Y219	Q99466	1	0	0	CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;KEGG-MEDICUS;LRdb;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;connectomeDB2020:22353464
P52803	O15197	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	LRdb:15107857;Ramilowski2015:15107857;connectomeDB2020:15107857;talklr:15107857
O95157	Q9ULB1	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:98569949856994;HPRD:9856994;LRdb:9856994;connectomeDB2020:9856994
O95157	Q9Y4C0	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	LRdb:9856994;connectomeDB2020:9856994
Q8N729	Q14831	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
Q96CG8	Q13467	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	LRdb:18606138;Ramilowski2015:18606138;connectomeDB2020:18606138;talklr:18606138
Q96CG8	O60353	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	LRdb:18606138;Ramilowski2015:18606138;connectomeDB2020:18606138;talklr:18606138
Q96CG8	Q9NPG1	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	LRdb:18606138;Ramilowski2015:18606138;connectomeDB2020:18606138;talklr:18606138
Q02246	Q9UHC6	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12975355;CellTalkDB:12975355;HPRD:12975355;LRdb:12975355;connectomeDB2020:12975355
Q9UHC6	Q02246	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019;Wang	HPRD:12975355
Q02246	Q12860	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:12139915;CellTalkDB:12139915;HPRD:12139915;LRdb:12139915;connectomeDB2020:12139915
Q12860	Q02246	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	HPRD:12139915
Q02246	Q92823	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:12139915;HPRD:12139915;LRdb:12139915;connectomeDB2020:12139915
P23142	P05556	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:2527614;HPRD:2527614;LRdb:2527614;connectomeDB2020:2527614
P01258	P41586	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P01258	Q9NQS5	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P01258	Q99678	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P01258	P13945	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P01258	P16473	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
O75094	Q9Y6N7	1	1	0	CellTalkDB;KEGG;connectomeDB2020	CellTalkDB:30288875;connectomeDB2020:19741192
P20382	Q14831	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
Q8NG41	Q14831	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
Q7Z6A9	Q7Z7D3	1	0	0	Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:12796776;CellTalkDB:12796776;HPRD:12796776;LRdb:12796776;connectomeDB2020:12796776
Q7Z7D3	Q7Z6A9	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	HPRD:12796776
Q9UBU3	P43115	1	0	0	CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB;Lit-BM-17	CellTalkDB:32103204;Lit-BM-17:18573679
Q9UBU3	P21731	1	0	0	CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB;Lit-BM-17	CellTalkDB:32103204;Lit-BM-17:18573679
P07900	P05106	1	0	0	CellTalkDB;LRdb;Reactome_LRdb;Wang	CellTalkDB:32196115
P07900	P22607	1	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:21487019;LRdb:21487019;Ramilowski2015:21487019;connectomeDB2020:21487019;talklr:21487019
P02679	P05556	1	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111
P02679	P05106	1	0	0	CellTalkDB;HPRD;LRdb;Reactome_LRdb	CellTalkDB:32196115;HPRD:10747940
P02679	P05107	1	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr	CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240
P02679	O00206	1	0	0	CellTalkDB;LRdb;Reactome_LRdb;connectomeDB2020	CellTalkDB:32196115;connectomeDB2020:24661950
P14138	P23276	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:10438732;CellTalkDB:10438732;HPRD:10438732;LRdb:10438732;connectomeDB2020:10438732
Q9BXJ1	P30518	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:12409230;CellTalkDB:12409230;HPRD:12409230;LRdb:12409230;Lit-BM-17:12409230;connectomeDB2020:12409230
Q13316	P05106	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P21246	P18827	1	0	0	Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;iTALK;talklr	Baccin2019:7592855;CellChatDB:25620911;CellChatDB:28356350;CellTalkDB:15226297;HPRD:7592855;LRdb:7592855
P21246	O75056	1	1	0	Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:8175719;CellChatDB:25620911;CellChatDB:28356350;HPRD:8175719;LRdb:8175719;connectomeDB2020:8175719
P21246	P23471	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10706604;Baccin2019:16814777;BioGRID:10706604;CellChatDB:25620911;CellChatDB:28356350;CellPhoneDB:25644401;CellTalkDB:25644401;HPMR:10706604;HPRD:10706604;HPRD:16814777;LRdb:10706604;LRdb:17;connectomeDB2020:10706604;connectomeDB2020:16814777
P21246	Q13332	1	0	0	CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:16169070;HPRD:16169070;LRdb:16169070;connectomeDB2020:16169070
Q68D85	O14931	1	0	0	CellPhoneDB;CellTalkDB;DIP;InnateDB;IntAct;Lit-BM-17;Wojtowicz2020;connectomeDB2020;iTALK	CellTalkDB:30512185;DIP:21444796;InnateDB:21422170;IntAct:19528259;IntAct:21422170;IntAct:21444796;IntAct:22807449;IntAct:24275655;IntAct:27754869;Lit-BM-17:19528259;Lit-BM-17:21422170;connectomeDB2020:19528259
Q14050	P05556	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
Q14050	P20916	1	0	0	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:32196115;HPRD:2446864;LRdb:2446864;connectomeDB2020:2446864
P03973	Q9NRQ2	1	0	0	Baccin2019;CellTalkDB;connectomeDB2020	Baccin2019:19333378;CellTalkDB:19333378;connectomeDB2020:19333378
Q14773	P11215	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:10846180;HPRD:10846180;LRdb:11;LRdb:15355350;connectomeDB2020:10846180;connectomeDB2020:15355350
Q14773	P20701	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:10846180;LRdb:15355350;connectomeDB2020:15355350
Q14773	P13612	1	0	0	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:11435317;HPRD:11435317;LRdb:11435317;connectomeDB2020:11435317
Q14773	P05106	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:15355350;LRdb:15355350;connectomeDB2020:15355350
Q14773	P05107	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	HPRD:10846180;InnateDB:16985175;LRdb:11;LRdb:15355350;connectomeDB2020:10846180;connectomeDB2020:15355350
Q14773	P05556	1	0	0	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:11435317;HPRD:11435317;LRdb:11435317;connectomeDB2020:11435317
Q02094	Q14773	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	Baccin2019:23417980;HPRD:8563755
Q14773	Q02094	1	0	0	Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:8563755;CellTalkDB:8563755;HPRD:8563755;LRdb:8563755
O75888	Q92956	1	0	0	Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:10706119;CellTalkDB:10706119;HPRD:10706119;LRdb:10706119;connectomeDB2020:10706119
O75888	P25445	1	0	0	Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:10706119;CellTalkDB:10706119;HPRD:10706119;LRdb:10706119;connectomeDB2020:10706119
P09429	P18827	1	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	LRdb:1369684;Ramilowski2015:1369684;connectomeDB2020:1369684;talklr:1369684
P09429	Q9NR96	1	0	1	CellTalkDB;InnateDB;Wang	CellTalkDB:24267232;InnateDB:17417641
P09429	P07204	1	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:15841214;LRdb:15841214;Ramilowski2015:15841214;connectomeDB2020:15841214;talklr:15841214
P09429	Q15109	1	0	0	CellTalkDB;HPRD;InnateDB;Wang	CellTalkDB:32296583;HPRD:9812979;InnateDB:19727205
P02751	P13612	1	1	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:9842903;HPMR:9842903;HPRD:11010812;HPRD:9117345;LRdb:11010812;LRdb:9117345;LRdb:9842903;Lit-BM-17:19738201;connectomeDB2020:11010812;connectomeDB2020:9117345;connectomeDB2020:9842903
P02751	P05106	1	1	0	CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:11423542;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;HPRD:1694173;LRdb:11423542;LRdb:1694173;LRdb:8663002;connectomeDB2020:11423542;connectomeDB2020:1694173;connectomeDB2020:8663002
P02751	P16070	1	1	0	Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;KEGG;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1730778;CellTalkDB:1730778;LRdb:1730778;Ramilowski2015:1730778;connectomeDB2020:1730778;talklr:1730778
P02751	Q8IU80	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:12149247;HPRD:12149247;LRdb:12149247
P02751	Q5TAT6	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:11956183;CellTalkDB:11956183;HPRD:11956183;LRdb:11956183;connectomeDB2020:11956183
P02751	P16473	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:11981027;CellTalkDB:11981027;HPRD:11981027;LRdb:11981027;connectomeDB2020:11981027
P02751	P20916	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:11423128;CellTalkDB:11423128;HPRD:11423128;LRdb:11423128;connectomeDB2020:11423128
P39060	P05556	1	1	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:12682293;LRdb:12682293;connectomeDB2020:12682293
P39060	P05106	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:12682293
P39060	O75487	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:11336704;CellTalkDB:11336704;HPRD:11336704;LRdb:11336704;connectomeDB2020:11336704
P00738	P11215	1	0	0	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:11967116;HPRD:11967116;LRdb:11967116;connectomeDB2020:8786317
P00738	P05107	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:11967116;HPRD:11967116;LRdb:11967116;connectomeDB2020:8786317
Q9BXY4	Q9H461	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	LRdb:16543246;NetPath:17976036;Ramilowski2015:16543246;connectomeDB2020:16543246;talklr:16543246
Q13444	P05556	1	1	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:9914169;LRdb:109;LRdb:9914169;connectomeDB2020:10944520;connectomeDB2020:9914169
Q13444	P05106	1	1	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:9516430;HPMR:9516430;HPMR:9914169;LRdb:9516430;connectomeDB2020:9516430
P20849	P05556	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P20849	P20916	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:2446864;HPRD:2446864;LRdb:2446864;connectomeDB2020:2446864
P09681	P41586	1	1	0	CellTalkDB;KEGG;LRdb;Reactome_LRdb	CellTalkDB:32196115
P09681	P27487	1	0	0	Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;InnateDB-All_CellPhoneDB;LRdb;MINT_CellPhoneDB;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	CellTalkDB:15655705;LRdb:15655705;Ramilowski2015:15655705;connectomeDB2020:15655705;talklr:15655705
P09681	P16473	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P09681	Q99678	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P09681	Q9NQS5	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
P06727	P01130	1	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115
O60462	O95754	1	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	HPRD:9856463
O95754	O60462	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:9856463;CellTalkDB:9856463;HPRD:9856463;LRdb:9856463
Q9NZ94	Q9ULB1	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:8576240;Baccin2019:9325340;CellTalkDB:8576240;HPRD:8576240;HPRD:9325340;LRdb:8576240;LRdb:933;connectomeDB2020:8576240;connectomeDB2020:9325340
Q9ULB1	Q9NZ94	1	0	0	Baccin2019;CellChatDB;HPRD;Ramilowski2015_Baccin2019;Wang	HPRD:8576240;HPRD:9325340
Q9NZ94	Q9Y4C0	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:8576240;HPRD:8576240;LRdb:8576240;connectomeDB2020:8576240
P10082	P27487	1	0	0	CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB;MINT_CellPhoneDB	CellTalkDB:30759373
P00451	P01130	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:15840700;LRdb:15840700;Ramilowski2015:15840700;connectomeDB2020:15840700;talklr:15840700
P08572	P05106	1	1	0	CellTalkDB;LRdb;Reactome_LRdb;Wang	CellTalkDB:32196115
Q9NRJ3	O00590	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10781587;HPRD:10781587;LRdb:28843907;connectomeDB2020:10781587
P21980	P05556	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	Baccin2019:25215932;CellTalkDB:10684262;HPRD:10684262;LRdb:10684262;connectomeDB2020:10684262
P21980	P05106	1	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	Baccin2019:19643138;CellTalkDB:10684262;HPRD:10684262;LRdb:10684262;connectomeDB2020:10684262
P21980	P31431	1	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:23499501;LRdb:23499501;Ramilowski2015:23499501;connectomeDB2020:23499501;talklr:23499501
