source	interaction	target
DVL1	-1	AXIN1
KAT5	0	RUVBL1
SRC	1	RAF1
TAB2	1	NR2C2
SIAH1	0	CACYBP
SKP1	0	CACYBP
MYC	-1	ZBTB17
ATG7	1	MAP1LC3A
PSEN1	1	CDH1
PSEN1	-1	CTNNB1
MEN1	-1	RELA
TOP2A	0	PIN1
MAP1LC3A	1	ATG3
NBR1	1	GABARAPL1
MAP1LC3A	0	ATG4B
RELA	1	NFKBIB
TGFBR2	0	TGFB1
TP53	0	STAT1
RASSF5	1	RASSF1
HRAS	1	RASSF5
GRB2	1	PTK2
PTK2	0	GRB2
IL1R1	0	IL1B
HRAS	1	RASSF1
NTRK1	1	SHC1
CD247	1	ZAP70
ZAP70	0	CD247
RBX1	1	CUL1
CHUK	0	IKBKG
IKBKG	1	CHUK
IL2RG	0	IL2
MAP3K7	1	MAP2K4
MAP3K7	1	IKBKG
VAV1	1	GRAP
MAP3K7	1	MAP2K6
MAP2K6	0	MAP3K7
PRKCQ	1	MAP3K7
VAV1	1	RHOA
SOCS1	1	JAK1
JAK1	0	SOCS1
MAP3K5	1	MAP2K4
MAP3K5	1	MAP2K7
MAP2K6	0	MAP3K5
MAP3K5	1	MAP2K6
HRAS	1	RAF1
RAF1	0	HRAS
MAP3K7	0	PEBP1
PEBP1	1	MAP3K7
MAP2K6	0	TAOK2
TAOK2	1	MAP2K6
DUSP16	1	MAPK8IP1
JAK1	0	PTPN6
PTPN6	1	JAK1
VAV1	1	SYK
SYK	0	VAV1
VAV1	1	CBL
CBL	0	VAV1
TGFBR2	0	TGFB3
MAPK11	1	MAPKAPK5
MAPKAPK5	0	MAPK11
BMPR2	0	BMP2
BMPR2	0	GDF5
ACVR2B	1	ACVR1B
NOTCH1	1	CHUK
JAK1	0	IL9R
IL9R	1	JAK1
JAK1	0	IFNAR2
IFNAR2	1	JAK1
JAK1	0	IL10RA
IL10RA	1	JAK1
PTPN11	-1	GAB1
GAB1	0	PTPN11
JAK1	0	IL21R
IL21R	1	JAK1
PTPN6	-1	ZAP70
ZAP70	0	PTPN6
LYN	1	PIK3R1
RARB	1	RXRA
RXRA	0	RARB
NDP	1	FZD4
IFNAR1	1	JAK1
JAK1	0	IFNAR1
JAK1	1	STAT2
IFNAR1	0	TYK2
TYK2	1	IFNAR1
IFNGR1	1	JAK1
JAK1	0	IFNGR1
TYK2	1	STAT3
STAT1	1	IRF9
STAT2	1	IRF9
IRF9	0	STAT2
IKBKB	1	NFKBIA
IKBKB	-1	NFKBIB
CHUK	-1	NFKBIA
NFKBIA	0	CHUK
PTPN1	1	TYK2
MAPK3	1	SOS1
JAK2	1	PTPN11
PTPN11	0	JAK2
SMAD3	1	NOTCH1
IL12A	1	IL12RB1
DUSP4	1	MAPK1
MAPK3	0	DUSP4
DUSP4	1	MAPK3
MAPK14	1	ATF2
MAPK3	1	ELK1
RPS6KA1	1	FOS
MAPK8	1	ELK1
JAK3	1	STAT5A
ATF2	0	MAPK8
MAPK8	1	ATF2
IL6ST	1	JAK2
MAPK14	1	ELK1
MAP3K7	1	MAP2K3
JAK1	1	PTPN11
PTPN11	0	JAK1
MAP4K1	1	MAP3K11
MAPK8	1	ELK4
MAPK3	1	ELK4
DUSP4	1	MAPK8
NOTCH1	1	RBPJ
MAPK14	1	MEF2C
SMAD7	1	TGFBR1
NRG3	1	ERBB4
FRZB	1	WNT1
MAPK3	1	SMAD1
SMAD6	1	SMAD1
MAPK7	1	MEF2C
NRAS	1	RAF1
IGF1R	1	IRS4
MAPK11	1	RPS6KA5
MAPK1	1	RPS6KA5
ACVR1	1	SMAD1
MAPK7	1	MEF2A
BMPR1B	1	SMAD5
BMPR1B	1	SMAD1
MAPK3	1	RPS6KA4
MAP2K7	0	MAP3K7
MAP3K7	1	MAP2K7
SMAD6	1	TGFBR1
SMAD7	1	SMAD3
SMAD6	1	SMAD3
SMAD7	1	SMAD2
SMAD6	1	SMAD2
MAPK1	-1	DUSP6
DUSP6	0	MAPK1
MAPK1	0	DUSP1
DUSP1	1	MAPK1
MAPK3	0	DUSP6
DUSP6	1	MAPK3
MAPK14	1	MAPKAPK3
MAPKAPK3	0	MAPK14
WNT8A	1	FZD7
MAPK1	1	SMAD3
MAPK3	1	SMAD3
MAPK1	1	SMAD2
MAPK3	1	SMAD2
IL12RB1	1	JAK2
SOCS3	1	JAK1
JAK1	0	SOCS3
ADAM10	1	NOTCH2
MAP2K3	0	TAOK2
TAOK2	1	MAP2K3
ACVR1	1	SMAD5
CBL	0	EGFR
BAMBI	1	BMPR1A
BAMBI	1	TGFBR1
SOCS3	1	JAK2
MAP3K11	0	MAPK8IP3
MAPK8IP3	1	MAP3K11
MAP2K7	0	MAPK8IP3
MAPK8IP3	1	MAP2K7
PTPN1	1	IRS1
SHOC2	1	KRAS
SMAD4	1	LEF1
JAG1	1	NOTCH2
DLL3	1	NOTCH1
WNT5A	1	FZD4
PTPN6	1	JAK3
IL23A	1	IL12RB1
DTX1	1	NOTCH1
IL6R	1	IL6ST
MAP2K7	1	MAPK10
MAP2K7	1	MAPK9
MAP2K6	1	MAPK12
MAP2K4	1	MAPK10
MAPK10	0	MAP2K4
MAP2K6	1	MAPK14
MAPK14	0	MAP2K6
MAPK9	0	MAP2K4
MAP2K4	1	MAPK9
MAP2K5	1	MAPK7
MAPK7	0	MAP2K5
ZFYVE9	1	SMAD2
MAP3K2	1	MAP2K4
MAP3K2	1	MAP2K1
FBXW11	1	SMAD3
ACVR1B	1	SMAD2
IRAK1	1	TAB1
IRAK1	1	TAB2
IGF1R	1	IRS1
JAK2	1	STAT5B
SOCS1	1	JAK2
JAK2	0	SOCS1
CISH	1	PRLR
DLL4	1	NOTCH1
MYC	1	SMAD3
AXIN1	0	CSNK1D
CSNK1D	1	AXIN1
MAP2K7	0	MAP3K20
MAP3K20	1	MAP2K7
PTPN2	1	JAK1
RPS6KA5	1	CREB1
RPS6KA5	1	ATF1
CTNNB1	1	AXIN2
AXIN2	0	CTNNB1
PAK1	1	RAF1
PTPRC	1	JAK3
IL23R	1	JAK2
IL23A	1	IL23R
PSEN1	1	NCSTN
NCSTN	0	PSEN1
JAK2	0	IFNGR1
IFNGR1	1	JAK2
ZFYVE9	1	TGFBR1
TGFBR1	0	ZFYVE9
DUSP3	1	MAPK1
DUSP3	1	MAPK14
DUSP3	1	MAPK8
SMAD7	0	SMURF1
SMURF1	1	SMAD7
CTNNB1	1	PITX2
MIB1	1	JAG1
ERBB2	1	ERBB3
ADAM10	1	NOTCH3
SKIL	1	SMAD3
SKI	1	SMAD3
SKI	1	SMAD4
SKI	1	SMAD2
JAK3	1	STAT3
IL22RA1	1	TYK2
IL20RA	1	JAK1
IL22RA1	1	JAK1
SMAD4	0	SMAD2
SMAD2	1	SMAD4
SMAD3	1	SMAD4
FZD4	1	DVL2
SMAD1	1	SMAD4
PTPN6	1	SOCS1
DISP1	1	SHH
TGFBR1	1	ACVRL1
ACVRL1	0	TGFBR1
JAK2	1	STAT1
JAK1	0	IFNGR2
IFNGR2	1	JAK1
CREB1	1	FOXO4
NCSTN	1	APH1A
APH1A	0	NCSTN
CBL	0	LRIG1
LRIG1	1	CBL
LRIG1	0	EGFR
PML	1	ZFYVE9
PML	1	SMAD3
PML	1	SMAD2
MAPK3	-1	ARRB1
CTNNB1	1	SMAD7
JAK2	1	STAT5A
PTPN1	1	JAK2
PTPN1	1	STAT3
JAK2	0	PTPN6
PTPN6	1	JAK2
LRIG1	1	ERBB3
LRIG1	1	ERBB2
LRIG1	1	ERBB4
LIFR	1	IL6ST
KRAS	1	RAF1
RAF1	0	KRAS
LRP6	1	AXIN1
JAK2	0	IFNGR2
IFNGR2	1	JAK2
TAB1	0	MAPK14
MAPK14	-1	TAB1
ACVR2B	1	BMPR1A
AMH	1	AMHR2
TGFBR1	0	TGFBR2
TGFBR2	1	TGFBR1
BMPR2	1	ACVR1
BMPR2	1	BMPR1B
BMPR2	0	BMP7
GDF6	1	BMPR2
PPM1A	1	SMAD3
PPM1A	1	SMAD2
PPM1A	1	SMAD1
SIRT1	1	SMAD7
MAPK3	1	STAT5A
KRAS	1	BRAF
HRAS	1	BRAF
BRAF	0	HRAS
GSK3B	1	SMAD3
MAPK3	1	MYC
DAB1	1	NOTCH1
NOTCH1	1	HIF1A
IL31RA	1	JAK2
SOCS1	1	IFNGR1
PTPN11	1	STAT1
PPP2CA	0	SMAD3
SRC	1	TGFBR2
ITCH	1	SMAD7
IHH	1	PTCH1
GSK3A	1	TSC2
AKT1	1	CTNNB1
MAPK9	1	CTNNB1
CBL	1	PDGFRA
PDGFRB	1	SHC1
PDGFA	1	PDGFRA
FGF3	1	FGFR2
FLT1	1	PLCG1
NTRK1	1	FRS2
NTRK1	1	PLCG1
EFNA1	1	EPHA1
EFNA2	1	EPHA2
EFNA1	1	EPHA6
EFNA2	1	EPHA6
EFNA1	1	EPHA8
EFNA1	1	EPHA4
EFNA1	1	EPHA2
EFNA1	1	EPHA3
EFNA1	1	EPHA5
LTK	1	IRS1
LTK	1	PIK3CG
LTK	1	CBL
TEK	0	ANGPT1
TEK	1	TNIP2
DOK7	1	MUSK
WNT3A	1	RYK
CDK5R1	1	LMTK2
AXL	0	GAS6
MERTK	0	GAS6
ABL1	1	MTOR
PTK6	1	STAP2
NCK2	1	PTK2
PTPRF	1	IRS1
RARA	1	RXRA
RXRA	0	RARA
RARA	0	RXRB
RXRB	1	RARA
RARG	0	RXRA
RXRA	1	RARG
RARG	1	RXRB
RXRB	1	RARG
RXRA	1	PPARA
PPARA	0	RXRA
RXRA	1	PPARG
PPARG	0	RXRA
RXRA	1	NR1H3
NR1H3	0	RXRA
RXRB	1	PPARG
PPARG	0	RXRB
NR2F2	1	RXRA
NR0B2	1	ESR1
RARA	0	RXRG
RXRG	1	RARA
RXRA	0	NR1H2
NR1H2	1	RXRA
PPARG	1	RXRG
RXRG	0	PPARG
ESR1	1	ESR2
NCOA2	1	RXRA
NCOA2	1	PPARG
JAK1	1	STAT6
JAK2	1	STAT6
DLL1	1	NOTCH2
UBE2O	-1	SMAD6
SMAD7	1	SMURF2
SMURF2	0	SMAD7
SMURF2	1	TGFBR1
MAPK14	0	DUSP16
DUSP16	-1	MAPK14
MAPK3	0	PEA15
PEA15	1	MAPK3
SMAD2	0	SMURF2
SMURF2	1	SMAD2
MAPK14	1	MAX
MAP4K2	1	MAP3K1
FYN	1	SHC1
IL2RG	1	JAK3
JAK3	0	IL2RG
IL4R	1	IL2RG
GSK3B	1	JUN
MAPK3	1	TAL1
SHC1	1	GRAP
TYK2	0	IL13RA1
IL13RA1	1	TYK2
KRAS	1	MAP3K1
MAP3K11	1	MAP2K4
MAP4K4	1	MAP3K1
IL4R	0	IL13RA1
IL13RA1	1	IL4R
MAP4K1	1	MAP3K1
MAP3K11	1	MAP2K3
FLNA	1	MAP2K4
MAP2K4	0	FLNA
DUSP1	1	MAPK8
MAPK8	0	DUSP1
JAK2	0	CSF2RA
CSF2RA	1	JAK2
MAPK14	1	MKNK2
MAPK3	1	MKNK2
MAPK3	1	MKNK1
MAPK14	1	MKNK1
MKNK1	0	MAPK14
CTNNB1	1	TCF4
FRZB	1	WNT8A
MAP2K1	0	PAK1
PAK1	1	MAP2K1
IRAK2	0	IL1R1
IL1R1	1	IRAK2
BTRC	1	CTNNB1
DVL3	1	FRAT1
SMAD2	1	CREB1
ERBB2	1	SHC1
LAMTOR3	1	MAPK3
NRG3	1	EGFR
FBXW11	-1	CTNNB1
TAOK1	1	MAP2K3
RPS6KA4	0	MAPK14
MAPK14	1	RPS6KA4
CDC42	1	MAP3K11
MAPK8IP1	1	MAP3K10
MAPK8IP1	1	MAP3K12
MAPK8IP1	1	MAP2K7
TYK2	1	STAT5A
MAP3K7	0	MAP4K4
MAP4K4	1	MAP3K7
ACVR1C	1	SMAD2
PRKACA	1	RAF1
PRKCA	1	RAF1
MAPK3	0	DUSP1
DUSP1	1	MAPK3
MAPK1	1	SOS1
IHH	1	HHIP
HHIP	0	IHH
WNT8A	1	FZD8
SIRT1	1	FOXO4
SHC1	1	INPP5D
JUN	0	SMAD3
SMAD3	1	JUN
MAP4K1	1	MAP3K7
DUSP5	-1	MAPK1
SMURF1	1	SMAD2
IGF1R	1	IRS2
MAP2K4	0	MAPK8IP3
MAPK8IP3	1	MAP2K4
MAPK8IP3	1	MAP3K1
TAOK2	1	MAP2K4
TAOK2	1	MAP2K7
MAPK8	0	MAPK8IP2
MAPK8IP2	1	MAPK8
JAK1	0	JAK3
JAK3	1	JAK1
SNIP1	1	SMAD4
SOS1	1	HRAS
SMURF2	1	SMAD1
XPO1	1	SMAD4
WNT10B	1	FZD5
CTNNB1	1	TCF3
MAP2K6	1	MAPK13
MAP2K3	1	MAPK12
MAP3K2	1	MAP2K5
MAPK8	0	DUSP10
DUSP10	1	MAPK8
MAP4K3	1	MAP3K1
SMURF2	1	SKIL
NOTCH3	1	RBPJ
MAPK8	0	CRK
CRK	1	MAPK8
MKNK1	1	EIF4E
MKNK2	1	EIF4E
RAF1	0	KSR1
KSR1	1	RAF1
DAXX	1	TGFBR2
PDPK1	1	SGK1
SOS1	1	NRAS
RPS6KA1	1	GSK3B
RAC1	1	MAP3K11
MAP3K13	1	MAP2K7
SMAD6	1	TAB1
SMAD7	1	TAB1
PTPN2	1	STAT5A
DLL3	1	NOTCH2
MAP2K4	0	MAP3K20
MAP3K20	1	MAP2K4
MAP2K6	0	MAP3K20
MAP3K20	1	MAP2K6
AXIN1	1	CSNK1A1L
PTPN1	1	IGF1R
RPS6KA4	1	ATF1
IRS2	1	PIK3CG
MAPK3	1	ETS1
CSNK1A1L	1	CTNNB1
CSNK1D	1	CTNNB1
DUSP19	1	MAPK8
IGF1R	0	RACK1
RACK1	-1	IGF1R
PTPRC	1	JAK1
IL23R	1	TYK2
MAPK1	0	MAP3K1
MAP3K1	1	MAPK1
KREMEN2	1	LRP6
ELP1	1	MAPK8
MAPK8	0	ELP1
IL21R	1	JAK3
WNT2	1	FZD9
NOTCH2	0	MAML2
MAML2	1	NOTCH2
NOTCH2	0	MAML3
MAML3	1	NOTCH2
MAML2	1	NOTCH3
NOTCH3	0	MAML2
MAML3	1	NOTCH3
NOTCH3	0	MAML3
NOTCH1	0	MAML2
MAML2	1	NOTCH1
NOTCH1	0	MAML3
MAML3	1	NOTCH1
MAML2	1	NOTCH4
NOTCH4	0	MAML2
MAML3	1	NOTCH4
NOTCH4	0	MAML3
IL6ST	1	JAK1
SH3RF1	1	MAP3K10
SH3RF1	1	MAP2K4
SH3RF1	1	MAP3K12
SH3RF1	1	MAP2K7
SH3RF1	1	MAPK8
SMURF1	1	TGFBR1
IL1R1	0	IL1RAP
IL1RAP	1	IL1R1
DVL3	1	RAC1
NUMB	1	ITCH
ITCH	1	NOTCH1
CBY1	1	CTNNB1
SKIL	1	SMAD4
SKIL	1	SMAD2
SMAD2	0	SKIL
WNT7A	1	FZD5
AXIN1	1	MAP3K4
PIAS4	1	SMAD3
PIAS4	1	SMAD4
NUP214	1	SMAD3
NUP214	1	SMAD4
IL10RB	1	TYK2
RAF1	0	KSR2
KSR2	1	RAF1
MAPK1	0	PEA15
PEA15	1	MAPK1
MAPK14	1	SMAD3
SMAD5	1	SMAD4
SMO	1	PRKACA
IL1R1	1	IRAK1
RNF111	1	SMAD7
AXIN1	1	RNF111
WNT4	1	FZD3
PIAS3	1	SMAD3
SMAD7	1	PPP1R15A
PPP1CC	1	TGFBR1
PPP1R15A	1	PPP1CC
FBXW11	1	SMAD4
PIAS1	1	SMAD4
IFNLR1	1	TYK2
IFNLR1	1	JAK1
PDPK1	1	AKT2
WWP1	1	SMAD7
ITCH	1	SMAD2
TGIF1	1	WWP1
WWP1	1	SMAD2
MAPK1	-1	ARRB1
ARRB1	0	MAPK14
MAPK14	0	ARRB1
RYK	1	DVL2
RYK	1	DVL3
RYK	1	DVL1
MAP2K1	0	LAMTOR3
LAMTOR3	1	MAP2K1
ARRB1	1	SMO
SMO	1	ARRB1
INSR	0	PTPN1
PTPN1	1	INSR
PTPN2	-1	INSR
PPP2R2A	1	RAF1
MAP2K7	0	MAP3K12
MAP3K12	1	MAP2K7
MAPK10	1	MAPK8IP3
MAPK8IP3	0	MAPK10
SPAG9	1	MAPK14
MAPK8IP2	1	MAPK9
MAPK9	0	MAPK8IP3
MAPK8IP3	1	MAPK9
MAPK8	1	MAPK8IP3
MAPK8IP3	0	MAPK8
PTPN2	1	JAK3
CNKSR1	1	RAF1
JUN	1	TCF4
MTSS1	1	RAC1
SOS1	1	KRAS
GRAP	1	SOS1
JAK2	1	STAT4
CSNK1G1	1	LRP6
RACK1	1	STAT3
AMHR2	1	ACVR1
AMHR2	1	BMPR1B
BMP15	1	BMPR2
SMAD7	1	PPP1CA
SH3RF1	1	MAPK8IP1
CTDSP1	-1	SMAD1
CTDSP2	-1	SMAD1
BCL9	1	CTNNB1
IL22RA2	0	IL22
SMAD7	1	TAB2
MAPK14	1	STAT4
MAPK14	1	STAT3
STAT3	0	MAPK8
MAPK8	1	STAT3
MAPK14	1	STAT1
STK11	1	MARK2
GSK3B	1	SMAD1
HHAT	1	SHH
CDK8	1	NOTCH1
SNW1	0	NCOR2
NCOR2	1	SNW1
NOTCH1	1	SNW1
SNW1	0	NOTCH1
IL31RA	1	JAK1
SOCS3	1	LEPR
EP300	1	SMAD7
EP300	1	SMAD4
SMAD4	0	EP300
TGFBR1	1	TRAF6
MAPK11	1	SMAD2
RANBP3	0	SMAD2
RANBP3	0	SMAD3
ERBIN	1	SMAD2
ERBIN	1	SMAD3
SMAD7	1	STRAP
SMAD6	1	PELI1
FKBP1A	1	TGFBR1
CSNK1A1L	1	LRP6
CSNK1A1	1	LRP6
CSNK1E	1	LRP6
DVL1	1	JUN
DVL1	1	DAAM1
INVS	1	DVL1
LRRFIP2	1	DVL3
LRRK2	0	DVL3
DVL3	1	LRRK2
SMAD1	1	DVL1
NLK	1	LEF1
CSNK2A1	1	LEF1
CSNK1E	1	ROR2
PDGFRA	1	PLCG1
PDGFRB	1	PLCG1
PDGFRA	1	CRK
PDGFRB	1	NCK1
PDGFRB	1	RASA1
PDGFRB	1	CRK
KDR	1	SHC2
FLT4	1	SHC1
MET	0	CBL
CBL	1	MET
MET	1	GRAP
MET	1	RANBP9
MST1	1	MST1R
AKT1	1	MST1R
ABL1	0	NTRK1
NTRK1	1	ABL1
NTRK1	0	SQSTM1
SQSTM1	1	NTRK1
NTRK1	1	SH2B2
NTRK2	1	FYN
NTRK2	1	SHC3
NTRK3	1	PLCG1
NTRK3	1	SHC1
EFNB1	1	EPHB1
EPHA2	1	SHC1
EFNA1	1	EPHA7
EFNA2	1	EPHA7
EFNA2	1	EPHA8
EFNA2	1	EPHA5
EFNB1	1	EPHB3
EFNB2	1	EPHB3
EPHB2	1	SRC
EPHB2	1	RASA1
ABL1	1	EPHB2
LTK	1	SHC1
ALK	1	PLCG1
ALK	1	STAT3
PTPRB	1	ALK
ALK	1	SHC3
ALK	1	SHC1
WNT5A	1	ROR1
DDR2	1	SHC1
SRC	1	DDR2
PTPN6	1	ROS1
AATK	1	CDK5R1
CDK5	1	LMTK2
LMTK2	1	PPP1CA
AXL	1	TNS2
MERTK	1	VAV1
RET	1	GRB10
RET	1	DOK4
RET	1	FRS2
ABL1	0	RB1
RB1	0	ABL1
ABL1	1	GRAP
ABL1	1	VAV1
RYBP	1	ABL1
RFX1	1	ABL1
CREBBP	1	CSK
KHDRBS1	0	PTK6
PTK6	1	KHDRBS1
LCK	1	PTPN6
PTPN6	0	LCK
LCK	1	ZAP70
ZAP70	0	LCK
LCK	1	NOTCH1
LCP2	1	PLCG1
ITK	1	PLCG1
GIT1	1	PLCG1
ERBB2	1	PLCG1
SRC	1	RASA1
RASA1	-1	HRAS
FRS2	1	GRAP
FRS2	1	PTPN11
CBL	0	FRS2
FRS2	1	CBL
PDGFRB	1	NCK2
NTRK2	1	NCK2
INSR	1	GRB7
RET	1	GRB7
GRB7	1	RND1
ITSN1	1	CDC42
STK39	1	MAPK14
VAV1	1	MAPK1
MAPK1	0	VAV1
DOK4	1	CRK
DOK4	1	SRC
DOK4	1	FYN
RET	1	DOK1
PTPN11	1	GAB2
GAB2	0	PTPN11
PTPRF	1	INSR
ERBB2	1	ESR1
THRB	1	RXRA
RXRA	0	THRB
RXRB	1	THRA
THRA	1	RXRA
RXRA	0	THRA
RXRA	1	NR1H4
NR1H4	0	RXRA
NR1I3	1	RXRA
NR1I2	1	RXRA
RXRA	1	NR4A1
NR4A1	0	RXRA
RXRB	1	THRB
NR2F1	1	RXRA
RXRB	1	NR2F1
NR2F2	1	NR2F1
RXRB	1	NR2F2
NR0B2	1	NR1I2
NCOR2	1	PGR
NCOR2	1	AR
NR0B2	1	PPARA
NR0B2	1	NR1I3
NR0B2	1	AR
THRA	1	RARG
RARG	1	THRA
RARA	1	THRA
THRA	1	RARA
RARB	1	THRA
THRA	1	RARB
RARB	1	RXRB
RXRB	0	RARB
NR3C1	1	PPARG
PPARG	1	NR3C1
RXRB	1	NR1H2
RXRB	1	PPARA
RXRB	0	NR4A2
NR4A2	1	RXRB
NCOA2	1	RARA
PRKCB	1	NCF1
PRKCD	1	NCF1
PAK1	-1	BAD
FGR	1	PTK2
LYN	1	PTK2
PTK2	0	LYN
SRC	1	PTK2
PTK2	0	SRC
FGR	1	PTK2B
LYN	1	PTK2B
PTK2B	0	LYN
SRC	1	PTK2B
PTK2B	0	SRC
ZAP70	1	GAB2
PRKCZ	1	PARD3
PARD3	-1	TIAM1
ZAP70	0	CBLB
CBLB	0	ZAP70
PTEN	0	PTK2
PTK2	-1	PTEN
ITK	1	VAV3
LAT	1	VAV1
CDC42	1	PRKCZ
PRKCZ	0	CDC42
PRKCZ	1	MAPK1
MAPK1	1	FOS
MAPK3	1	FOS
LCK	1	CD247
PDCD1	0	PTPN6
MALT1	0	BCL10
JAK3	0	CXCR4
CXCR4	1	JAK3
LYN	1	SHC1
SRC	1	SHC1
SHC1	0	SRC
AKT3	-1	BAD
NFKB1	0	NFKBIA
NFKBIA	0	NFKB1
AKT3	-1	GSK3B
AKT3	-1	FOXO3
ZAP70	1	MAPK14
AKT3	-1	CDKN1A
CD4	1	LCK
LCK	0	CD4
CSK	-1	LCK
PTPA	-1	AKT3
DLG1	0	MAPK14
CTLA4	0	PTPN6
SRC	0	PIK3R1
PIK3R1	0	SRC
CBLB	-1	PIK3R1
CCR5	1	GNAI1
CXCR4	1	GNAI1
GNAI1	0	CXCR4
ZAP70	1	LCP2
GNAI1	0	GNB5
ZAP70	1	LAT
LAT	1	PLCG1
PLCG1	0	LAT
SH3BP2	0	VAV3
MAPK14	0	PXN
GNAI1	1	FGR
MAP3K1	1	MAP2K2
CD28	0	PIK3R1
CBL	-1	PIK3R1
ITK	1	CD28
LAT	1	PIK3R1
PTPN6	-1	CD247
GSK3B	-1	NFATC2
AKT3	1	MAP3K8
PROS1	1	AXL
NMB	1	NMBR
ACVR2A	0	BMP2
BMPR1A	0	BMP2
KNG1	1	BDKRB1
KNG1	1	BDKRB2
CCK	1	CCKAR
CCK	1	CCKBR
CCL8	1	CCR1
CCL8	1	CCR2
TNFSF8	1	TNFRSF8
CXCL8	1	CXCR1
CXCL8	1	CXCR2
TNFSF15	1	TNFRSF25
EDA	1	EDA2R
WNT3A	1	FZD6
WNT4	1	FZD6
WNT5A	1	FZD6
GHRL	1	GHSR
GCG	1	GCGR
TNFSF18	1	TNFRSF18
IL12A	1	IL12RB2
IL17RA	0	IL17A
IL1RAP	0	IL1B
IL1RN	-1	IL1R1
IL2RA	0	IL2
IL2RB	0	IL2
IL33	1	IL1RAP
KISS1	1	KISS1R
LHB	1	LHCGR
POMC	1	MC1R
POMC	1	MC4R
POMC	1	MC5R
TAC3	1	TACR3
TNFSF4	1	TNFRSF4
TNFRSF4	0	TNFSF4
HCRT	1	HCRTR1
HCRT	1	HCRTR2
CD274	1	PDCD1
TSLP	1	IL7R
TGFBR1	0	TGFB3
TSHB	1	TSHR
TYRO3	0	GAS6
PDPK1	1	RPS6KB1
CASP9	1	CASP6
GRM1	1	GNAQ
CALM3	1	IQGAP1
LEF1	1	MITF
GSK3A	1	MITF
IRS1	1	PIK3CA
PRKACA	-1	BAD
YWHAH	-1	BAD
PRKACA	1	CREB1
GNAQ	1	PLCB1
RPS6KA1	1	CREB1
MAPK1	1	MAPKAPK2
CDK5	1	SYN1
VAV2	1	RAC1
RASGRP3	1	RAP1A
RAP1A	1	RALGDS
ABL1	1	GRB2
GRB2	0	ABL1
MAPK14	1	RPS6KA5
MAPK1	1	ELK1
CREBBP	1	JUN
CAMK4	1	CREB1
NRAS	1	PIK3CA
IRS1	1	GRB2
SHC1	1	GRB2
GRB2	0	SHC1
DRD1	1	GNAS
HTR2A	1	GNAQ
PTAFR	1	GNAQ
CHRM1	1	GNAQ
CHRM1	1	GNA11
PRKACA	-1	PLCG1
PLCG1	0	PRKACA
GRM1	1	GNA11
PRKACA	1	NFKB1
FYN	1	CTNNB1
FER	1	CTNNB1
CTNNA1	0	CTNNB1
PAK1	1	ARHGEF7
ARHGEF7	0	PAK1
RAC1	0	ARHGEF7
ARHGEF7	1	RAC1
PAK1	1	LIMK1
PRKACA	-1	ITPR1
CAMK2A	-1	NOS1
FYN	1	PTK2
PTK2	0	FYN
SRC	1	BCAR1
CRK	0	BCAR1
BCAR1	1	CRK
CRK	1	RAPGEF1
RAPGEF1	0	CRK
RAPGEF1	1	RAP1A
RAP1A	1	BRAF
ADRA1A	1	GNAQ
ADRA1A	1	GNA11
RAP1A	-1	RAF1
PRKACA	-1	RAP1A
PRKACA	-1	CAMKK2
CALM3	1	CAMKK2
CAMK2A	-1	CREB1
MAPK1	0	LAMTOR3
LAMTOR3	1	MAPK1
PRKCA	1	PPP1R14A
ILK	1	PPP1R14A
ROCK2	-1	PPP1R14A
VDAC2	-1	BAK1
MAPK8	1	BCL2L11
SRC	-1	ARRB1
PRKCA	-1	MARCKS
MARCKS	0	PRKCA
ADRB2	1	GNAS
GRB2	0	PTK2B
PTK2B	1	GRB2
GRB2	0	PTPN11
PTPN11	1	GRB2
PDGFRB	0	SLC9A3R1
SLC9A3R1	0	ADRB2
PTPN11	-1	SPRY1
CSK	-1	SRC
PIK3CA	0	PTPN11
PTPN11	1	PIK3CA
GNA13	1	ARHGEF1
NRAS	1	BRAF
BDKRB1	1	GNAQ
MAPK14	0	DUSP10
DUSP10	-1	MAPK14
AKT1	-1	GSK3A
ITGB1	0	RACK1
PRKACA	1	PPP1R1B
PPP1R1B	0	PRKACA
CTNNB1	0	CREBBP
CREBBP	1	CTNNB1
SIPA1	-1	RAP1A
PRKACA	-1	ADRB2
RAP1GAP	-1	RAP1A
SHC1	0	PTK2
PTK2	1	SHC1
F2RL1	1	GNAQ
PTK2B	1	EGFR
NTRK1	1	GRB2
DRD2	1	GNAZ
WNT6	1	FZD1
CBLB	-1	PIK3CA
CBLB	-1	EGFR
CBLB	-1	GRB2
PIK3CA	0	GAB1
GAB1	1	PIK3CA
CALM3	1	DAPK1
SRC	-1	CTTN
CTTN	0	SRC
PRKACA	1	FLNA
KLC1	0	MAPK8IP1
VCL	0	TLN1
ARHGEF7	1	GIT1
EIF2AK3	-1	EIF2S1
EIF4G2	-1	EIF4E
SIVA1	-1	BCL2L1
PRKCA	-1	GRK2
PRKCA	1	GRM1
GNA11	1	PLCB1
PLCB1	0	GNA11
CBLB	-1	FYN
CBLB	-1	LCK
ILK	1	AKT1
CAMKK2	1	CAMK4
PKIA	-1	PRKACA
PPM1F	-1	CAMK2A
PRKACA	-1	PPP1R1A
PRKCA	-1	GSK3A
IQGAP1	-1	CTNNB1
IQGAP1	0	CDC42
CDC42	0	IQGAP1
